Gene_ID,Shortened_Name
SMEL4.1_01g017230.1,SmelGRF12
SMEL4.1_02g024810.1,SmelGRF1a
SMEL4.1_03g019250.1,SmelGRF8a
SMEL4.1_04g018560.1,SmelGRF1b
SMEL4.1_05g020970.1,SmelGRF5a
SMEL4.1_07g012460.1,SmelGRF5b
SMEL4.1_08g000890.1,SmelGRF4a
SMEL4.1_08g019140.1,SmelGRF3
SMEL4.1_08g020800.1,SmelGRF8b
SMEL4.1_09g001160.1,SmelGRF4b
SMEL4.1_10g022710.1,SmelGRF4c
