Gene_ID,Shortened_Name
SMEL4.1_03g019210,SmelGIF2
SMEL4.1_04g000820,SmelGIF3
SMEL4.1_11g004650,SmelGIF1a
SMEL4.1_11g026070,SmelGIF1b
SMEL4.1_11g026790,SmelGIF1c
