Gene_ID,Shortened_Name
SMEL4.1_06g013870.1,Smel_KNOLLE
SMEL4.1_03g012840.1,Smel_CYCD1-1
SMEL4.1_01g039630.1,Smel_CDT1A_01
SMEL4.1_03g023090.1,Smel_CDT1A_03
SMEL4.1_02g027010.1,Smel_CYCB1-2
SMEL4.1_03g007220.1,Smel_GAPDH
SMEL4.1_08g000280.1,Smel_UBC10
SMEL4.1_08g026480.1,Smel_UBC17
SMEL4.1_05g016360.1,Smel_UBC28
SMEL4.1_11g006060.1,Smel_ACT7
SMEL4.1_06g027910.1,Smel_TUBB2
SMEL4.1_03g016960.1,Smel_TUBB1_03
SMEL4.1_06g011160.1,Smel_TUBB1_06
SMEL4.1_06g005770.1,Smel_EF1-alpha
