Gene_ID,Shortened_Name
JX448341.1,Smel_18s_rRNA
SMEL4.1_06g023900.1,Smel_18s06
SMEL4.1_04g018950.1,Smel_APRT
SMEL4.1_01g003610.1,SmelCyclo01
SMEL4.1_12g003580.1,SmelCyclo12
SMEL4.1_02g006850.1,Smel_RuBP
SMEL4.1_05g003950.1,Smel_ACT58
